MOF, HC CH4, Error CH4, HC CO2, Error CO2, HC H2O, Error H2O, HC N2, Error N2, HC N2O, Error N2O, HC O2, Error O2
MOF,, Henry, Coefficient,, Henry, Coefficient,, Henry, Coefficient,, Henry, Coefficient,, Henry, Coefficient,, Henry, Coefficient,
COQLAX_clean, 1.38299e-05, 3.34163e-07, 0.000292662, 1.01081e-05, 0.000247556, 2.77363e-05, 2.59808e-06, 1.99441e-08, 0.00033079, 4.8145e-06, 2.2625e-05, 4.24128e-07
COQNIF_clean, 5.46696e-06, 4.83463e-08, 0.00157485, 2.59922e-05, 0.00294843, 0.000125378, 0.000668968, 0.000120932, 1.77706, 0.115575, 1.81963e-05, 7.0541e-07
COQTEJ_clean, 8.42916e-06, 4.5166e-08, 0.00461187, 0.000409612, 403457, 649286, 4.75598e-06, 1.60157e-07, 0.00561418, 0.000553595, 9.15505e-06, 6.37307e-08
CORZIU_clean, 8.18674e-06, 5.98767e-08, 6.02698e-05, 4.58178e-07, 0.0033994, 0.00119457, 3.07758e-06, 2.07781e-08, 4.82799e-05, 3.9638e-07, 7.98691e-06, 4.16741e-08
COSMII_clean, 1.45671e-05, 1.6421e-07, 0.000279303, 1.89757e-06, 0.00106196, 0.000110483, 4.71656e-06, 3.96814e-08, 0.000265138, 2.25414e-06, 1.34456e-05, 1.14353e-07
COSWEO_clean, 2.00286e-07, 5.47092e-09, 0.000268761, 2.4533e-05, 404.769, 144.69, 1.77971e-07, 3.61797e-09, 0.00108624, 7.26438e-05, 3.41957e-07, 5.95473e-09
COTXEQ_clean, 5.27813e-05, 1.07148e-06, 0.000271133, 8.96536e-07, 1.59058e-05, 3.9454e-07, 7.18427e-06, 6.61029e-08, 0.000263453, 9.31899e-07, 4.80715e-05, 5.64525e-07
COTXIU_clean, 5.37801e-05, 8.67414e-07, 0.000263573, 5.54957e-07, 1.47096e-05, 6.17489e-07, 7.36077e-06, 6.85898e-08, 0.000257631, 1.79303e-06, 4.93774e-05, 8.32822e-07
COTXOA_clean, 5.25061e-05, 8.30604e-07, 0.000284395, 2.05885e-06, 2.06092e-05, 4.63713e-07, 7.09329e-06, 7.81046e-08, 0.000277929, 1.46584e-06, 5.03922e-05, 1.096e-06
COTYIV_clean, 4.9684e-06, 5.53978e-08, 2.0508e-05, 6.66576e-08, 7.2681e-05, 9.01461e-06, 1.82343e-06, 1.09419e-08, 2.11735e-05, 1.23371e-07, 5.22306e-06, 2.20153e-08
COVJAA_clean, 3.64166e-06, 1.60758e-08, 2.79706e-05, 2.74963e-07, 1.23485e-05, 5.02018e-07, 8.22159e-07, 1.87771e-08, 2.59622e-05, 3.44459e-07, 5.11914e-06, 1.41787e-07
COVPAG_clean, 1.91015e-05, 1.14348e-07, 0.000163485, 1.11493e-06, 0.0012011, 0.000587317, 3.59162e-06, 1.95959e-08, 0.000154786, 1.67226e-06, 1.71022e-05, 1.47219e-07
COVYIX_clean, 2.81936e-07, 1.20927e-08, 0.000211924, 2.52129e-06, 0.00373866, 0.00267801, 3.04701e-07, 2.0487e-08, 0.000116105, 1.87366e-06, 9.29064e-07, 5.95945e-08
COWBEX_clean, 2.15169e-06, 3.43079e-08, 0.000154744, 1.40829e-06, 16215.2, 12025.8, 6.83231e-07, 8.55792e-09, 5.24153e-05, 9.0607e-07, 1.95212e-06, 2.59328e-08
COWMAD_clean, 3.60894e-06, 8.34425e-09, 0.159648, 0.0781398, 7.48516e+11, 1.01171e+12, 3.54206e-06, 8.242e-08, 0.119237, 0.0618224, 3.79911e-06, 4.47553e-08
COWMIL_clean, 3.64393e-06, 2.78101e-08, 0.0432214, 0.0126216, 9.32609e+10, 1.72579e+11, 3.05045e-06, 9.16776e-08, 0.021927, 0.00556294, 3.76525e-06, 3.49359e-08
COWMOR_clean, 3.56658e-06, 1.02484e-08, 0.000130143, 7.47913e-06, 4.22466, 3.17509, 1.81913e-06, 5.92631e-09, 9.26168e-05, 3.9554e-06, 3.52949e-06, 3.21415e-08
COWMUX_clean, 3.58488e-06, 1.92426e-08, 0.0500917, 0.0478662, 7.00726e+08, 7.76963e+08, 2.94816e-06, 2.50215e-07, 0.0170976, 0.00341728, 3.70952e-06, 2.14804e-08
COWRAJ_clean, 4.03173e-05, 8.93788e-07, 0.00704446, 0.000571423, 1.91603, 0.519057, 8.32096e-06, 7.81721e-08, 0.00729399, 0.000517492, 5.65071e-05, 1.13503e-06
COWREN_clean, 4.03213e-05, 7.67608e-07, 0.00540905, 0.000277791, 0.410531, 0.0408465, 8.05147e-06, 8.97003e-08, 0.00572894, 0.00034594, 6.52049e-05, 8.5908e-07
COWRIR_clean, 4.67915e-05, 4.56556e-07, 0.0047987, 0.000537032, 1.10702, 0.538407, 8.7784e-06, 8.40522e-08, 0.00497378, 0.000286445, 5.47472e-05, 5.09044e-07
COWROX_clean, 5.21469e-05, 7.84574e-07, 0.0107517, 0.000845151, 87.8925, 57.7839, 1.02816e-05, 9.564e-08, 0.0124098, 0.00129332, 6.30373e-05, 7.75231e-07
COWXOC_clean, 1.11499e-05, 1.52153e-07, 0.000279604, 6.01306e-06, 0.290111, 0.467765, 2.39783e-06, 3.29589e-08, 0.000258476, 5.88768e-06, 9.48689e-06, 3.23303e-08
COXCUP_clean, 1.03758e-06, 4.52017e-08, 7.55323e-05, 7.59625e-07, 1.42689e-06, 1.95854e-08, 4.87286e-07, 1.42747e-08, 4.52305e-05, 1.10451e-06, 6.04493e-06, 1.24344e-07
COXHED_clean, 1.55442e-06, 3.15217e-09, 3.37833e-06, 2.30254e-09, 3.19184e-06, 5.6977e-08, 1.02184e-06, 3.73547e-09, 3.18826e-06, 3.75327e-09, 1.56817e-06, 2.7741e-09
COXHIH_clean, 1.55416e-06, 3.6132e-09, 3.39415e-06, 8.92506e-09, 2.87366e-06, 1.57336e-07, 1.01349e-06, 2.52192e-09, 3.18785e-06, 9.08787e-09, 1.56353e-06, 6.11041e-09
COXHON_clean, 1.57105e-06, 5.03724e-09, 3.474e-06, 6.49077e-09, 3.96484e-06, 2.27265e-07, 1.0467e-06, 5.10827e-09, 3.30061e-06, 2.19478e-09, 1.58598e-06, 3.47226e-09
COXQUB_clean, 3.34188e-07, 2.90534e-08, 0.0170744, 0.00453201, 286309, 145678, 3.53045e-06, 5.09651e-07, 0.00322221, 0.00147549, 1.57459e-06, 4.84964e-08
COXXIX_clean, 5.67029e-07, 5.02138e-09, 0.00111563, 0.000166296, 0.731482, 0.341976, 1.6374e-06, 9.16642e-08, 0.00515773, 0.000821892, 8.90663e-07, 4.71598e-09
COYCEZ_clean, 6.34399e-06, 6.26475e-08, 4.62143e-05, 1.2183e-07, 5.0485e-05, 3.15552e-06, 2.05384e-06, 7.22161e-09, 3.06252e-05, 1.02573e-07, 7.42741e-06, 5.87465e-08
COYCID_clean, 4.96716e-06, 3.5396e-08, 1.61656e-05, 7.33165e-08, 0.000112007, 0.000165677, 1.84859e-06, 8.52522e-09, 1.58525e-05, 5.76249e-08, 5.20769e-06, 2.55872e-08
COYTEQ_clean, 3.51367e-06, 4.90394e-08, 0.433708, 0.0441511, 101259, 25058, 1.23517e-05, 1.49752e-06, 0.106965, 0.0134061, 2.41145e-05, 2.25717e-07
COYTIU_clean, 3.16086e-06, 3.95011e-08, 0.984166, 0.0706318, 3.39732e+06, 1.35528e+06, 1.16489e-05, 4.69412e-07, 0.253722, 0.0494876, 2.35054e-05, 4.04855e-07
COYTOA_clean, 2.76378e-06, 3.83836e-08, 0.501284, 0.035709, 4.87825e+06, 1.92964e+06, 1.2411e-05, 1.28189e-06, 0.152563, 0.0328664, 2.34608e-05, 3.81117e-07
COYVAO01_clean, 6.34191e-06, 9.89956e-08, 38.5755, 19.8322, 8.17586e+18, 6.04986e+18, 0.00168453, 0.000264447, 275.456, 236.764, 1.00418e-05, 2.96454e-07
COYVAO_clean, 6.64244e-06, 9.47102e-08, 52.3969, 28.6573, 1.04712e+19, 5.87115e+18, 0.00210755, 0.000975111, 225.891, 153.776, 1.02583e-05, 1.92374e-07
COYVES01_clean, 5.05608e-06, 7.67282e-08, 36.3567, 15.6151, 8.57057e+16, 3.48107e+16, 0.000198637, 7.57117e-05, 84.1214, 73.192, 8.2997e-06, 1.1679e-07
COYVES_clean, 5.1016e-06, 1.61355e-07, 35.0865, 13.2029, 9.53518e+16, 5.17141e+16, 0.000348004, 9.55263e-05, 48.5736, 13.7525, 8.35914e-06, 1.65864e-07
COZMUA_clean, 9.68567e-06, 1.12941e-07, 0.000104693, 1.53343e-05, 23.8479, 29.9314, 3.41258e-06, 2.91005e-08, 0.000100579, 1.51423e-05, 8.82751e-06, 7.53402e-08
CUBHOY_clean, 5.26167e-06, 4.47832e-08, 8.67065e-05, 1.07759e-06, 0.017462, 0.0119389, 1.68274e-06, 1.15841e-08, 8.42184e-05, 1.0068e-06, 4.66282e-06, 1.66511e-08
CUBKUF_clean, 1.08245e-05, 5.15895e-07, 0.000172358, 7.51257e-06, 0.0657694, 0.00400344, 2.02188e-06, 6.30114e-08, 0.000101308, 2.28225e-06, 2.16992e-05, 4.34771e-07
CUCKIV_charged, 5.65985e-06, 4.85369e-08, 0.000240491, 3.74435e-06, 0.00246407, 0.000614999, 1.8107e-06, 1.90429e-08, 0.000183914, 3.96383e-06, 5.87576e-06, 6.26613e-08
CUCSAU_clean, 1.2105e-05, 1.26512e-07, 4.98228e-05, 1.26471e-07, 4.65889e-06, 3.18512e-08, 2.7791e-06, 3.70343e-08, 3.58562e-05, 2.07446e-07, 1.05036e-05, 7.67841e-08
CUCTAX_clean, 3.03399e-05, 5.2667e-07, 0.000249294, 1.32093e-06, 0.074499, 0.0353766, 3.85435e-06, 3.18147e-08, 0.000215803, 3.65465e-06, 3.22398e-05, 4.81385e-07
CUFDUD_clean, 1.58182e-05, 3.84544e-08, 5.13257e-05, 1.91785e-07, 1.3575e-05, 9.24689e-07, 4.67442e-06, 2.31747e-08, 5.48375e-05, 1.8177e-07, 1.24743e-05, 4.87782e-08
CUFFAL_clean, 1.44149e-05, 7.20438e-08, 4.47193e-05, 9.83447e-08, 1.28291e-05, 4.31349e-07, 4.41599e-06, 2.28986e-08, 4.77437e-05, 1.6163e-07, 1.14149e-05, 4.58767e-08
CUFFEP_clean, 9.93918e-06, 4.36124e-08, 3.40053e-05, 1.17275e-07, 1.48102e-05, 4.73408e-07, 3.49709e-06, 1.0535e-08, 3.63128e-05, 1.73886e-07, 8.21462e-06, 4.44859e-08
CUFJUK_clean, 3.94513e-12, 5.06394e-13, 0.00031789, 0.000133115, 148.841, 88.7919, 2.7097e-09, 2.5516e-10, 1.48121e-05, 2.23621e-06, 1.12599e-08, 4.88263e-10
CUGFAN01_clean, 3.76017e-09, 1.92156e-10, 0.000240612, 1.00165e-05, 0.0107563, 0.00130513, 3.91318e-08, 2.41116e-09, 4.8668e-05, 2.33727e-06, 1.60624e-07, 3.90461e-09
CUGFAN_clean, 1.03339e-07, 3.47367e-09, 0.00017617, 8.40411e-06, 0.0123185, 0.00172909, 6.85003e-08, 3.05316e-09, 3.52486e-05, 3.60741e-06, 3.11575e-07, 4.78049e-09
CUGFOB_clean, 3.58475e-08, 1.3197e-09, 0.000433731, 7.30711e-06, 0.0217607, 0.00465337, 1.15279e-07, 1.03649e-08, 0.000155506, 6.46254e-06, 3.96638e-07, 7.55253e-09
CUGFUH_clean, 4.34668e-09, 1.07974e-10, 0.000335537, 1.61678e-05, 0.00762717, 0.000801755, 8.41972e-08, 1.53989e-08, 0.000134715, 5.50867e-06, 2.15519e-07, 5.3049e-09
CUGLTM01_clean, 4.45317e-13, 2.55041e-14, 0.00013786, 8.5982e-06, 0.119074, 0.060046, 1.50722e-09, 1.94378e-10, 1.60003e-05, 1.0304e-06, 1.04597e-08, 7.34034e-10
CUGLTM02_clean, 3.00605e-13, 4.08613e-14, 7.89534e-05, 5.32755e-06, 0.199671, 0.0313288, 9.42599e-10, 6.02529e-11, 7.83428e-06, 5.5847e-07, 7.44073e-09, 4.87857e-10
CUGLTM_clean, 5.41543e-13, 7.79094e-14, 0.000240336, 2.41939e-05, 0.374394, 0.0470915, 1.5656e-09, 1.77972e-10, 3.23613e-05, 1.76714e-06, 1.09181e-08, 3.96584e-10
CUGVUW_clean, 2.07916e-06, 3.06213e-08, 5.58164e-05, 2.19224e-07, 6.22617e-06, 1.30182e-07, 9.2003e-07, 1.69979e-08, 2.42495e-05, 1.32517e-07, 2.34169e-06, 2.08986e-08
CUGVUX_clean, 3.04745e-07, 1.74426e-08, 0.00215815, 0.000183607, 0.343668, 0.118951, 1.83251e-07, 8.69854e-09, 0.000558481, 4.19853e-05, 9.67907e-07, 2.0162e-08
CUGXAF_clean, 2.86238e-05, 2.10859e-07, 0.000228729, 1.65495e-06, 0.000274833, 0.000120176, 6.11427e-06, 6.44945e-08, 0.000258408, 2.34325e-06, 2.66208e-05, 1.55544e-07
CUIMDZ01_clean_h, 2.69897e-07, 2.07145e-08, 6.80354e-05, 1.21599e-06, 7.45048e-07, 1.2724e-08, 1.13174e-07, 5.61264e-09, 1.77847e-05, 4.15552e-07, 5.39406e-07, 1.70316e-08
CUKVUA_clean, 8.60764e-08, 3.33987e-09, 0.00262088, 0.000163007, 255.189, 168.383, 6.14293e-07, 6.99155e-08, 0.000844627, 0.000124164, 6.81855e-07, 1.95088e-08
CUKXAJ_clean, 3.77181e-06, 4.29294e-08, 0.00024427, 3.33166e-06, 0.000246023, 8.27683e-06, 2.66193e-06, 1.04613e-07, 0.000237795, 4.40408e-06, 5.98077e-06, 5.58488e-08
CUKXIR_clean, 4.02162e-06, 2.53124e-08, 0.066366, 0.00773131, 824026, 453197, 3.59464e-06, 2.17357e-07, 0.029693, 0.00748453, 8.38642e-06, 6.40328e-08
CUKYAJ_clean, 3.35611e-06, 3.20556e-08, 1400.77, 953.14, 6.33478e+12, 4.66695e+12, 4.07434e-05, 9.20973e-06, 44.9705, 71.1459, 5.67057e-06, 6.48653e-08
CUKZOY_clean, 2.53835e-05, 3.25796e-07, 9.32662e-05, 3.98246e-07, 7.85255e-06, 8.6083e-08, 3.8026e-06, 5.05278e-08, 6.57366e-05, 3.09171e-07, 2.1308e-05, 1.53334e-07
CUMDEU_clean, 1.9263e-07, 1.13808e-09, 7.30532e-05, 1.28312e-06, 416.233, 1076.37, 4.4181e-06, 1.97579e-06, 0.00664543, 0.000527228, 2.58289e-07, 4.17376e-09
CUMDIY_clean, 1.4998e-06, 2.36759e-08, 0.000597896, 1.36461e-05, 0.310493, 0.20206, 1.71359e-06, 5.00256e-08, 7.53696e-05, 5.54129e-06, 1.91486e-06, 1.57892e-08
CUMDOE_clean, 1.00911e-06, 3.21977e-09, 0.00200839, 0.000134833, 88622.8, 194625, 9.00062e-07, 3.23749e-08, 0.0149727, 0.00770435, 1.1161e-06, 5.61441e-09
CUMDUK_clean, 3.77547e-06, 4.74706e-08, 0.000307008, 2.95323e-06, 4675.39, 1884.95, 1.2644e-06, 1.65654e-08, 0.000321114, 5.19242e-06, 3.13902e-06, 3.38993e-08
CUMJEB_clean, 5.33775e-06, 7.77415e-08, 0.000188527, 2.14735e-06, 0.0013528, 5.83614e-05, 1.09405e-06, 1.29121e-08, 0.000164964, 1.38309e-06, 4.62041e-06, 2.10137e-08
CUMKIG03_clean, 4.08514e-06, 8.73416e-08, 9.8756e-05, 9.10383e-07, 3.47217e-06, 2.01416e-08, 9.92815e-07, 2.21876e-08, 1.15509e-05, 8.27333e-08, 6.11547e-06, 1.29424e-07
CUMKIG_clean, 4.39313e-06, 1.0742e-07, 9.86634e-05, 5.88739e-07, 3.35886e-06, 3.99485e-08, 1.08171e-06, 2.8177e-08, 1.24784e-05, 9.2199e-08, 6.50306e-06, 9.40643e-08
CUMLUT_clean, 7.70192e-06, 8.2596e-08, 0.000204744, 7.37549e-07, 0.0137402, 0.00968779, 2.98043e-06, 1.42336e-08, 0.000244178, 6.12887e-06, 9.33789e-06, 5.40035e-08
CUMQOQ_clean, 3.33854e-06, 2.27812e-08, 0.000425862, 1.5124e-05, 6.57135, 2.61177, 6.18206e-06, 3.60667e-07, 0.00022932, 4.45989e-06, 5.16738e-06, 2.96273e-08
CUNFOH01_clean, 1.11673e-06, 5.40471e-09, 3.92227e-06, 1.61241e-08, 1.01569e-06, 1.04393e-08, 5.47653e-07, 2.1437e-09, 2.66808e-06, 5.10309e-09, 1.11982e-06, 1.21881e-08
CUNFOH_clean, 1.0036e-06, 7.67512e-09, 3.78972e-06, 1.99632e-08, 1.32483e-06, 1.22114e-08, 5.18024e-07, 1.94879e-09, 2.6604e-06, 8.81349e-09, 1.02422e-06, 2.18656e-09
CUNQOT_clean, 5.6814e-07, 6.17917e-09, 0.0019661, 0.000157293, 498.412, 773.687, 1.20019e-06, 8.02141e-08, 0.854186, 0.75605, 8.14936e-07, 6.15123e-09
CUNQUZ_clean, 5.60529e-07, 2.89769e-09, 0.00115083, 6.53019e-05, 22.7184, 11.7291, 1.13767e-06, 4.49592e-08, 0.477756, 0.579849, 7.6255e-07, 1.0304e-08
CUNWEO_clean, 4.088e-06, 3.42682e-08, 8.55654e-05, 6.69507e-07, 0.000321214, 6.51258e-05, 1.59818e-06, 1.57324e-08, 5.17874e-05, 2.05662e-07, 4.53406e-06, 3.56387e-08
CUPHUS_clean, 1.93578e-05, 1.94062e-07, 4.7035e-05, 8.43688e-08, 4.06643e-06, 3.1856e-08, 5.08775e-06, 3.36591e-08, 5.03081e-05, 1.23109e-07, 1.73595e-05, 1.36665e-07
CUQKOQ_clean, 3.91202e-06, 4.93876e-08, 0.0173321, 0.00259497, 11241, 7135.64, 5.91864e-06, 1.72097e-07, 0.029681, 0.00227057, 4.54697e-06, 1.89335e-08
CUQRIR_clean, 5.0673e-06, 1.05551e-07, 0.000118076, 6.92644e-07, 0.000983034, 0.000185558, 1.78247e-06, 2.35562e-08, 2.68817e-05, 1.91368e-07, 7.3816e-06, 7.51557e-08
CUQROX_clean, 4.79049e-06, 5.04533e-08, 0.000143724, 4.2292e-06, 0.00197135, 0.00017951, 1.63624e-06, 2.02037e-08, 3.08734e-05, 6.96972e-07, 7.10963e-06, 7.38472e-08
CUQSAK_clean, 9.99685e-06, 1.57875e-07, 4.59141e-05, 6.3507e-07, 2.414e-05, 1.15082e-06, 2.90785e-06, 2.58751e-08, 4.90578e-05, 5.33728e-07, 1.14534e-05, 1.12296e-07
CUQTAL_clean, 1.54267e-05, 2.19547e-07, 0.000120818, 2.13172e-06, 0.000873105, 0.000121679, 4.71848e-06, 2.60361e-08, 0.000130637, 1.9809e-06, 1.65859e-05, 1.59161e-07
CUQXUI_clean, 8.34573e-06, 9.44059e-08, 2.71852e-05, 1.62312e-07, 6.02735e-06, 1.84238e-07, 2.38543e-06, 2.21336e-08, 2.04366e-05, 7.29206e-08, 8.65516e-06, 7.96983e-08
CURBOH_clean, 3.80477e-06, 2.10544e-08, 1.14471e-05, 2.58919e-08, 3.75696e-06, 3.88267e-08, 1.37787e-06, 6.21606e-09, 1.06244e-05, 5.36067e-08, 3.95505e-06, 3.17328e-08
CURQEN_clean, 3.09957e-05, 3.82789e-07, 0.000598358, 4.41053e-06, 1.071e-05, 1.21343e-07, 4.65633e-06, 6.56676e-08, 0.000272937, 1.8517e-06, 3.08252e-05, 7.13776e-07
CURYOE01_clean, 8.79171e-06, 8.91052e-08, 3.11954e-05, 8.08559e-08, 7.865e-06, 1.13733e-06, 2.57738e-06, 1.52616e-08, 2.95769e-05, 4.67721e-08, 8.48161e-06, 4.17378e-08
CURZEV_clean, 1.62493e-05, 1.05542e-06, 0.000391018, 3.41286e-06, 0.721617, 0.478413, 3.78478e-06, 7.95596e-08, 0.000358339, 4.86446e-06, 2.2622e-05, 2.6727e-07
CUSDIE_charged, 4.80382e-06, 1.8505e-08, 2.10386e-05, 6.71984e-08, 5.67e-05, 6.60326e-06, 1.75206e-06, 1.06566e-08, 1.97496e-05, 1.51944e-07, 4.01373e-06, 2.67839e-08
CUSYAR_clean, 5.01645e-06, 1.76231e-08, 8.57598e-06, 8.8161e-09, 3.91272e-06, 4.65394e-08, 3.18509e-06, 9.67407e-09, 8.80743e-06, 3.26656e-08, 5.16258e-06, 2.75378e-08
CUSYIA_clean, 1.34202e-05, 5.03132e-08, 4.19198e-05, 8.47401e-08, 2.64736e-06, 7.97177e-09, 4.35232e-06, 2.34e-08, 3.94733e-05, 4.19696e-08, 1.24753e-05, 3.11854e-08
CUSZEX_clean, 2.49172e-06, 3.3072e-08, 8.4644e-05, 1.4895e-07, 3.41179e-06, 3.03486e-09, 1.71521e-06, 5.06479e-09, 3.96495e-05, 1.8501e-07, 6.1374e-06, 3.07071e-08
CUSZIB_clean, 7.62459e-06, 7.03826e-08, 5.59145e-05, 1.17106e-07, 2.68727e-06, 1.04116e-08, 3.23541e-06, 2.06005e-08, 3.46184e-05, 1.09236e-07, 9.08061e-06, 5.64803e-08
CUTBIE_clean, 4.9023e-06, 5.32478e-08, 0.0060365, 0.00221105, 9.79882e+10, 2.49472e+11, 2.39358e-06, 7.0764e-08, 0.00555976, 0.000550405, 5.03143e-06, 3.23173e-08
CUTFON_charged, 5.24427e-06, 2.21822e-08, 1.15003e-05, 5.10838e-08, 1.78952e-06, 1.4552e-08, 1.59862e-06, 8.64803e-09, 1.22603e-05, 9.6466e-08, 4.68822e-06, 3.54814e-08
CUTFUT_charged, 2.1581e-05, 1.96948e-07, 0.000305842, 5.54925e-06, 0.971488, 0.418541, 4.11509e-06, 7.6118e-08, 0.000296008, 1.42364e-05, 2.29366e-05, 2.3014e-07
CUTGEE_clean, 1.29632e-06, 8.23578e-09, 0.000100585, 1.76933e-06, 0.0100964, 0.00291438, 2.86064e-06, 4.7234e-08, 0.00269621, 4.60659e-05, 1.98205e-06, 1.61024e-08
CUTGII_clean, 1.28998e-06, 2.19089e-08, 9.26886e-05, 1.11334e-06, 0.00612366, 0.00120717, 3.04299e-06, 1.75448e-07, 0.00280787, 4.42461e-05, 1.96e-06, 1.36535e-08
CUVGIK_clean, 1.49044e-06, 1.01303e-08, 0.000149321, 2.84248e-07, 1.72453e-05, 5.79181e-07, 1.6142e-06, 2.90185e-08, 5.22291e-05, 9.54289e-07, 2.03778e-06, 1.56048e-08
CUVGOQ_clean, 1.84799e-06, 1.47018e-08, 0.000207097, 8.70762e-07, 2.25863e-05, 3.90159e-07, 1.52845e-06, 3.29849e-08, 4.60479e-05, 8.72862e-07, 2.48112e-06, 1.13624e-08
CUVHEH_clean, 3.30857e-06, 1.11746e-08, 0.0351966, 0.00929481, 1.81725e+08, 1.60773e+08, 1.48308e-06, 5.65747e-08, 0.0271335, 0.00925693, 3.28611e-06, 1.37949e-08
CUVHIL01_clean, 3.27268e-06, 5.67798e-08, 0.0250625, 0.00369196, 6.82334e+08, 1.11543e+09, 1.56657e-06, 6.90162e-08, 0.0187102, 0.00985426, 3.32125e-06, 3.548e-08
CUVHIL02_clean_h, 3.6796e-06, 5.13792e-08, 0.0270425, 0.011661, 1.22969e+08, 2.03162e+08, 1.74697e-06, 4.9912e-08, 0.0168635, 0.00532402, 3.67451e-06, 5.48614e-08
CUVHIL_clean_h, 3.82092e-06, 5.46094e-08, 0.0333614, 0.0153769, 5.44754e+08, 1.06921e+09, 1.74692e-06, 4.48373e-08, 0.015943, 0.00116219, 3.85358e-06, 3.22302e-08
CUVTUJ_clean, 1.48604e-06, 7.50354e-09, 3.78026e-05, 1.60373e-07, 0.000305793, 7.16772e-05, 0.000198233, 0.00013101, 0.397706, 0.125052, 2.39353e-06, 3.06601e-08
CUVXAT_clean, 1.32186e-05, 1.10761e-07, 5.93144e-05, 2.87463e-07, 3.39979e-05, 2.56427e-06, 3.19196e-06, 2.27407e-08, 5.40054e-05, 4.82428e-07, 1.13698e-05, 7.33529e-08
CUWNIT_clean, 1.29303e-05, 1.53654e-07, 0.000139964, 1.61205e-06, 0.0904145, 0.108979, 3.44782e-06, 2.87524e-08, 0.000147895, 2.53364e-06, 1.18813e-05, 1.01443e-07
CUWNOZ_clean, 3.63888e-05, 3.15281e-07, 0.000171475, 9.9221e-07, 0.000439369, 0.000161179, 5.99071e-06, 1.07495e-07, 0.000159213, 8.60728e-07, 3.11008e-05, 5.12907e-07
CUXDUU_clean, 8.74443e-06, 1.19347e-07, 0.00613791, 7.94658e-05, 0.000469599, 6.23305e-05, 0.0793329, 0.0258588, 18536.1, 18709.5, 3.36866e-05, 1.30956e-06
CUXFIL_clean, 1.61271e-05, 2.38651e-07, 0.000354024, 2.18896e-05, 0.0072524, 0.00210884, 3.9813e-06, 2.73211e-08, 0.000223544, 1.21019e-05, 1.85362e-05, 2.00978e-07
CUXLEO_clean, 1.76607e-06, 1.07903e-08, 5.3725e-05, 2.50365e-07, 4.77012e-06, 3.07588e-08, 1.41355e-06, 2.44158e-08, 2.84315e-05, 1.41256e-07, 5.5713e-06, 4.45493e-08
CUYHIO_clean, 1.51386e-08, 1.04107e-09, 0.00158579, 7.43469e-05, 1.19041, 0.564575, 2.99704e-07, 1.74081e-08, 0.000379228, 1.59894e-05, 6.35654e-07, 2.00767e-08
CUYQIX_clean, 1.24169e-07, 4.27405e-09, 0.000311669, 1.01778e-05, 741.607, 473.308, 2.07099e-07, 1.06597e-08, 6.93883e-05, 5.71197e-06, 1.86961e-06, 3.61662e-08
CUYRUK_clean, 6.68651e-08, 6.65751e-09, 7.64794e-06, 5.43175e-07, 0.00984322, 0.00425882, 5.58386e-08, 3.11657e-09, 2.64578e-06, 1.85367e-07, 6.02804e-07, 1.66509e-08
CUYVOI_clean, 2.7565e-06, 1.49305e-07, 9.15393e-05, 2.15531e-06, 1.07185, 1.40869, 7.9088e-07, 3.17295e-08, 2.34001e-05, 8.33544e-07, 4.27794e-06, 7.57898e-08
CUYWUP_clean, 2.05444e-05, 2.72865e-07, 0.000192628, 1.03923e-06, 3.60334e-05, 4.9607e-06, 5.10985e-06, 2.86542e-08, 0.000147671, 6.21041e-07, 2.25695e-05, 1.46559e-07
CUYYAX_clean, 4.90005e-06, 7.57669e-08, 0.000257998, 7.63657e-07, 1.23175e-05, 9.10053e-08, 1.79667e-06, 7.83905e-09, 4.84286e-05, 2.80181e-07, 8.9502e-06, 6.49911e-08
CUYYEB_clean, 4.8127e-06, 8.46494e-08, 0.000260827, 1.04213e-06, 1.26464e-05, 2.21713e-07, 1.78597e-06, 2.36718e-08, 4.86844e-05, 2.53176e-07, 8.85471e-06, 7.65061e-08
CUZBUW_clean, 8.74902e-07, 5.5361e-09, 0.00253058, 0.000135506, 4.40727, 3.9106, 0.000743407, 0.000284141, 0.0415939, 0.00381513, 2.8616e-06, 2.97234e-08
DABFET_clean, 5.04486e-05, 1.66673e-06, 0.000125065, 1.03977e-06, 2.12475e-05, 3.22093e-07, 5.51337e-06, 4.11053e-08, 0.000138974, 6.25051e-07, 4.79575e-05, 1.07833e-06
DABFIX_clean, 5.33942e-05, 2.0885e-06, 0.000118327, 1.02459e-06, 1.57933e-05, 6.28807e-07, 5.40585e-06, 5.50685e-08, 0.000131732, 8.95435e-07, 4.65705e-05, 7.64031e-07
DABGIZ_clean, 1.15049e-06, 1.51678e-08, 0.000514409, 3.63965e-05, 294020, 212820, 5.26682e-07, 5.74823e-09, 0.000410126, 5.37544e-05, 1.22527e-06, 1.78842e-08
DABMUR_clean, 7.57784e-06, 4.49675e-08, 2.96881e-05, 4.52022e-08, 2.79108e-05, 2.35201e-06, 2.74718e-06, 1.78724e-08, 2.95694e-05, 7.15897e-08, 8.63111e-06, 3.16738e-08
DACFAR_clean, 5.08479e-05, 1.1062e-06, 0.00031727, 3.38512e-06, 1.39203e-05, 1.8929e-07, 7.61619e-06, 7.71538e-08, 0.000293835, 2.2626e-06, 3.5951e-05, 3.91682e-07
