MOF, HC CH4, Error CH4, HC CO2, Error CO2, HC H2O, Error H2O, HC N2, Error N2, HC N2O, Error N2O, HC O2, Error O2
MOF,, Henry, Coefficient,, Henry, Coefficient,, Henry, Coefficient,, Henry, Coefficient,, Henry, Coefficient,, Henry, Coefficient,
XOTXAG_clean, 2.00999e-06, 2.23968e-08, 0.0550197, 0.00895482, 7.81297e+06, 6.96099e+06, 1.90475e-05, 5.0696e-06, 43250.2, 81277.4, 3.1723e-06, 2.58905e-08
XOTXUB_clean, 2.88836e-07, 1.1893e-08, 3.57474e-05, 5.78306e-07, 221195, 258460, 1.28943e-07, 3.13929e-09, 3.10844e-06, 3.50821e-08, 8.81428e-07, 1.05052e-08
XOTZIR_clean, 6.15948e-06, 6.44884e-08, 0.000293525, 1.67198e-06, 0.000919982, 0.000134787, 2.90387e-06, 6.60026e-08, 0.000124353, 8.75666e-06, 7.38066e-06, 8.14854e-08
XOVPIH_clean, 2.41768e-07, 4.41678e-09, 8.50379, 1.68954, 2.56163e+10, 6.94951e+09, 2860.71, 3809.41, 1.55803e+08, 1.19264e+08, 1.70131e-05, 1.12825e-06
XOVPON_clean, 1.98296e-06, 6.25884e-09, 0.57134, 0.28672, 1.98765e+12, 1.91165e+12, 2.53009e-05, 4.8716e-06, 0.631191, 1.20412, 2.94702e-06, 3.69869e-08
XOVPUU_clean, 5.41808e-06, 3.00584e-08, 1.64871e-05, 1.52853e-07, 6.84236e-05, 7.2661e-06, 2.92699e-06, 9.69811e-09, 1.6875e-05, 1.25984e-07, 5.5409e-06, 3.09805e-08
XOVQAB_clean, 7.08867e-06, 2.50308e-08, 2.49565e-05, 1.54805e-07, 0.000242295, 4.76724e-05, 2.86545e-06, 1.60565e-08, 2.6426e-05, 9.54215e-08, 7.49813e-06, 6.73925e-08
XOVQEF_SL, 6.19969e-06, 3.82807e-08, 1.62384e-05, 9.58977e-08, 0.00146082, 0.00106353, 3.02948e-06, 8.54376e-09, 1.68684e-05, 1.15899e-07, 6.22376e-06, 2.0101e-08
XOVQIJ_clean, 1.7658e-05, 1.20062e-07, 0.000116037, 1.42765e-06, 0.150613, 0.0803519, 3.9407e-06, 3.1963e-08, 0.000122503, 1.25752e-06, 1.66832e-05, 1.21699e-07
XOVVEK_clean, 2.98197e-06, 4.27939e-08, 0.000369, 4.88153e-06, 2.10262, 1.82546, 2.33574e-05, 3.67723e-06, 0.00670969, 0.000494352, 5.23298e-06, 6.03198e-08
XOVVIO_clean, 7.37884e-07, 5.1097e-09, 0.00034037, 2.7612e-05, 0.154098, 0.0699804, 8.06783e-06, 5.18174e-07, 0.0102062, 0.000587375, 2.30271e-06, 2.54297e-08
XOVVOU_clean, 6.88701e-06, 6.91009e-08, 9.95576e-05, 8.83807e-07, 0.000597738, 0.000409592, 2.59037e-06, 1.27619e-08, 8.81941e-05, 6.26968e-07, 9.09194e-06, 5.34806e-08
XOVXAI_clean, 7.34364e-06, 6.63267e-08, 0.000954967, 3.33405e-05, 830.397, 591.85, 2.63684e-06, 5.60713e-08, 0.000413583, 2.62877e-05, 9.95198e-06, 9.25499e-08
XOVXEM_clean, 7.68896e-06, 2.24438e-07, 0.00110818, 4.66206e-05, 301.556, 121.128, 2.21337e-06, 4.57329e-08, 0.000713102, 2.60957e-05, 9.48498e-06, 1.40011e-07
XOVYIR_clean, 7.32459e-06, 1.38601e-07, 0.00280809, 0.000148781, 32681, 38375.4, 3.09619e-06, 2.2809e-07, 0.00142545, 4.56518e-05, 9.87127e-06, 1.40488e-07
XOVYUD_clean, 5.61917e-08, 3.09219e-09, 0.000145173, 3.73138e-06, 1.85115e+07, 1.18796e+07, 1.23802e-06, 4.88153e-07, 0.00104782, 0.000104288, 6.85856e-07, 1.45191e-08
XOXMED_clean, 7.36195e-06, 1.02932e-07, 0.000155506, 6.52776e-06, 0.412374, 0.224419, 3.04321e-06, 3.14525e-09, 0.000176434, 1.22508e-05, 7.67546e-06, 1.00676e-07
XUCLIS_clean, 2.26752e-05, 3.25459e-07, 0.000722973, 2.94624e-06, 9.29223e-05, 5.64507e-05, 4.89366e-06, 3.24597e-08, 0.000285674, 7.58137e-07, 2.75331e-05, 2.71215e-07
XUCNOZ_clean, 3.81991e-06, 2.63001e-08, 0.00328525, 0.000157305, 305.208, 401.125, 1.75446e-06, 2.16983e-08, 0.00291134, 0.000160892, 6.18171e-06, 1.00233e-07
XUCSAR01_clean, 1.69763e-06, 7.51517e-08, 0.095937, 0.0030118, 1.24172e+08, 1.39395e+08, 1.87832e-06, 4.65592e-08, 0.0388222, 0.00176883, 4.64407e-06, 8.06212e-08
XUCSAR_clean, 3.12416e-07, 1.24025e-08, 0.0920844, 0.0019592, 1.0042e+08, 1.06991e+08, 1.14672e-05, 5.58321e-06, 0.503541, 0.0812007, 1.70801e-06, 4.17521e-08
XUCSOF_clean, 2.20289e-05, 2.69512e-07, 0.102964, 0.0261811, 1.30262e+08, 1.90425e+08, 7.17532e-06, 5.1523e-07, 0.0355783, 0.0276629, 1.99364e-05, 1.3673e-07
XUDNUH_clean, 7.96584e-06, 3.59763e-08, 1.74487e-05, 7.28653e-08, 8.75613e-06, 1.27213e-06, 3.30727e-06, 7.60619e-09, 1.84178e-05, 3.89179e-08, 7.63835e-06, 7.39158e-08
XUDPIX_clean, 9.25582e-06, 1.13155e-07, 2.29552e-05, 1.39221e-07, 2.27693e-05, 3.58574e-06, 3.5545e-06, 1.78137e-08, 2.43991e-05, 4.03878e-08, 8.68287e-06, 9.12661e-08
XUDYEC_clean, 5.44496e-06, 3.51717e-08, 0.000140149, 1.92699e-06, 0.0598778, 0.0153102, 2.43118e-06, 2.77238e-08, 7.96712e-05, 8.54103e-07, 6.01869e-06, 4.02959e-08
XUDYOM_clean, 5.43991e-06, 5.74213e-08, 0.000405186, 5.85217e-06, 0.000150541, 9.35705e-06, 2.26159e-06, 2.56617e-08, 0.000284045, 1.08019e-05, 8.2302e-06, 1.18648e-07
XUFPIZ_clean, 8.86816e-06, 4.10126e-07, 0.00148192, 6.76817e-05, 0.00111796, 0.000154048, 1.28201e-06, 4.44631e-08, 0.00136103, 4.96132e-05, 1.13547e-05, 1.77058e-07
XUFWOM_clean, 6.56284e-06, 2.6148e-08, 3.45726e-05, 3.22056e-07, 0.967284, 2.06676, 2.55799e-06, 1.72668e-08, 3.66104e-05, 4.59578e-07, 6.28486e-06, 3.6626e-08
XUFYAA_clean, 1.84322e-05, 1.97925e-07, 0.000241791, 4.30239e-06, 6.81227, 9.27117, 5.50637e-06, 3.62214e-08, 0.000264535, 1.09158e-05, 1.55588e-05, 1.36152e-07
XUGDOU_clean, 7.89626e-06, 1.76072e-07, 0.000362564, 6.64496e-06, 0.025721, 0.00347262, 1.74935e-06, 2.69216e-08, 0.000204726, 6.51009e-06, 8.48823e-06, 1.35837e-07
XUGROI_clean, 1.54562e-05, 1.09301e-07, 5.64278e-05, 3.03202e-07, 1.03726e-05, 3.20346e-07, 4.44074e-06, 2.46548e-08, 5.31814e-05, 2.71516e-07, 1.43396e-05, 1.04053e-07
XUGSEY_clean, 1.01938e-05, 5.76432e-08, 5.18327e-05, 3.28026e-07, 6.52421e-05, 5.20641e-05, 3.63322e-06, 5.50404e-09, 5.30953e-05, 5.54759e-07, 9.51532e-06, 7.46105e-08
XUGWAZ_clean, 4.02594e-05, 4.96747e-07, 0.000140703, 1.29149e-06, 4.64903e-05, 2.60229e-06, 4.07302e-06, 7.35011e-08, 7.8964e-05, 8.02767e-07, 3.14847e-05, 4.43991e-07
XUGWUS_clean, 1.10044e-05, 1.79708e-07, 0.000151159, 2.72064e-06, 143.903, 295.326, 2.23212e-06, 3.13702e-08, 0.000138406, 2.56115e-06, 9.48214e-06, 2.79059e-08
XUHVON_clean, 7.42393e-06, 1.39141e-07, 0.000255318, 1.79644e-06, 0.000912358, 0.0001926, 2.58608e-06, 3.27967e-08, 0.000203124, 3.79088e-06, 1.12123e-05, 9.82381e-08
XUJPEY_clean, 1.38573e-05, 9.7089e-08, 0.000244911, 2.15962e-06, 0.000494268, 6.23456e-05, 3.47292e-06, 1.34768e-08, 0.000179307, 2.66965e-06, 1.2697e-05, 9.37101e-08
XUJPIC_clean, 1.37791e-05, 1.24905e-07, 0.000203698, 1.09597e-06, 0.000563437, 8.96497e-05, 3.47811e-06, 2.2593e-08, 0.000152104, 1.65099e-06, 1.24452e-05, 1.00771e-07
XUJPOI_clean, 1.68971e-05, 1.56934e-07, 0.000189521, 7.95862e-07, 9.17352e-05, 2.76857e-06, 3.95621e-06, 2.64596e-08, 0.000178125, 7.80944e-07, 1.77303e-05, 1.59687e-07
XUJQAV_clean, 1.72021e-05, 1.77089e-07, 0.000191698, 1.34989e-06, 0.000105784, 3.27545e-05, 3.97293e-06, 2.31564e-08, 0.000177809, 9.76691e-07, 1.7782e-05, 1.06886e-07
XUKHUI_clean, 1.97343e-05, 1.99878e-07, 0.00088833, 3.53893e-05, 0.492467, 0.120517, 1.17271e-05, 6.17427e-07, 0.00126181, 1.26208e-05, 2.00054e-05, 1.61054e-07
XUKLAS_clean, 1.57045e-06, 1.72546e-08, 0.0014314, 4.3673e-05, 1.42299, 0.329918, 3.14944e-06, 3.05084e-07, 0.00054139, 5.5617e-05, 2.85844e-06, 4.70885e-08
XUKNIC_clean, 8.45103e-06, 4.93165e-08, 0.000110856, 5.36912e-06, 0.244642, 0.114803, 2.93594e-06, 1.5838e-08, 8.88575e-05, 3.29881e-06, 7.67546e-06, 4.17925e-08
XUKYEI_neutral, 5.25142e-06, 1.82645e-08, 1.19382e-05, 4.87999e-08, 0.000365377, 0.000118479, 3.09372e-06, 9.53769e-09, 1.1903e-05, 4.84157e-08, 5.30003e-06, 2.74094e-08
XULCIR_clean, 1.96957e-05, 2.66676e-07, 0.00179554, 0.000182005, 82.3857, 92.8662, 4.33419e-06, 1.4415e-08, 0.00109372, 0.000187735, 2.1915e-05, 2.46265e-07
XULDOZ_clean, 2.36659e-05, 3.51017e-07, 0.017047, 0.00679877, 465.263, 555.896, 3.69848e-06, 4.89022e-08, 0.0198762, 0.0178144, 1.94685e-05, 3.772e-07
XULGUI_clean, 1.68611e-05, 2.92117e-07, 0.000357761, 1.60528e-06, 0.000329167, 0.000129183, 1.56725e-05, 1.76442e-06, 0.000344754, 1.03015e-05, 1.62853e-05, 1.52939e-07
XULRIH_clean, 2.97821e-10, 3.89449e-11, 7.54259e-06, 4.82608e-07, 0.237359, 0.259386, 1.01238e-07, 1.99406e-08, 0.000144514, 2.06768e-05, 1.24866e-07, 8.0001e-09
XULVAD_clean, 4.57992e-07, 9.55725e-09, 0.306721, 0.0234883, 4.44835e+07, 9.90266e+06, 1.7148e-05, 5.9744e-06, 0.25333, 0.0500786, 1.24873e-06, 3.04302e-08
XUMCAK_clean, 3.67253e-07, 7.43196e-09, 2.15681e-05, 1.89465e-07, 0.00647971, 0.00212893, 2.39733e-07, 4.81383e-09, 2.06133e-05, 1.46213e-07, 7.00505e-07, 4.54264e-09
XUMMOJ_clean, 1.35385e-06, 3.63212e-09, 2.38715e-05, 1.7499e-07, 0.000937257, 0.000698292, 6.33182e-07, 5.31016e-09, 4.85719e-06, 4.04504e-08, 1.39373e-06, 1.19177e-08
XUMMUP_clean, 9.16719e-07, 7.01056e-09, 1.44088e-05, 5.28589e-08, 0.000210178, 5.86773e-05, 4.86531e-07, 4.43574e-09, 2.47286e-06, 6.03328e-09, 9.62626e-07, 5.80247e-09
XUMNEA_clean, 3.01527e-05, 8.9273e-07, 0.000480746, 2.06179e-06, 6.05928e-05, 5.94107e-06, 4.4265e-06, 5.87384e-08, 0.000207694, 8.72926e-07, 2.85053e-05, 2.28016e-07
XUMNIE_clean, 2.79865e-05, 5.79487e-07, 0.000147755, 1.33297e-06, 4.81002e-05, 1.19764e-05, 5.83174e-06, 6.69173e-08, 0.000140121, 1.29538e-06, 3.07321e-05, 4.91255e-07
XUMSOP_clean, 3.2216e-06, 2.59342e-08, 1.58573e-05, 1.40556e-07, 0.000655059, 0.000252886, 7.60225e-07, 1.00373e-08, 1.57544e-05, 1.34464e-07, 3.44017e-06, 1.69226e-08
XUMTUV_clean, 1.06914e-05, 8.52631e-08, 0.0248574, 0.00748382, 4.45804e+07, 3.34657e+07, 3.83107e-06, 1.57225e-07, 0.0729702, 0.12727, 9.29928e-06, 7.19074e-08
XUMVAD_clean, 1.05509e-05, 8.59811e-08, 0.0786907, 0.0296, 2.00151e+09, 1.26902e+09, 4.07862e-06, 2.12166e-07, 0.0871522, 0.0415421, 9.26734e-06, 5.03536e-08
XUMVEH_clean, 9.66944e-06, 5.30335e-08, 0.084399, 0.0194835, 3.48185e+09, 6.40481e+09, 3.87665e-06, 5.10499e-08, 0.0801434, 0.0319694, 8.4358e-06, 1.08207e-07
XUMVOS_clean, 4.47953e-11, 1.85225e-12, 0.00731494, 0.000629922, 53727, 34841.2, 1329.76, 2105.1, 2.24878e+09, 1.50885e+09, 1.38354e-07, 2.7097e-08
XUNGOD_clean, 3.81641e-06, 4.38135e-08, 0.000241569, 8.46502e-07, 1.42382e-05, 1.94009e-06, 2.04298e-06, 2.93862e-08, 0.000138112, 2.88253e-06, 5.19814e-06, 4.22651e-08
XUNGUJ_clean, 3.01462e-06, 1.89651e-08, 0.000349343, 1.08779e-06, 7.42724e-06, 1.67164e-07, 1.64614e-05, 1.44129e-06, 0.00223103, 5.36738e-05, 5.60161e-06, 7.71311e-08
XUNHAQ_clean, 3.03753e-06, 3.0223e-08, 0.00034342, 2.10814e-06, 7.1196e-06, 5.71841e-08, 7.07283e-06, 3.98229e-07, 0.000656345, 8.12848e-06, 5.49328e-06, 4.84494e-08
XUNRUV_clean, 2.05307e-05, 1.86836e-07, 0.000577279, 2.39291e-06, 3.555e-05, 6.02052e-06, 7.85997e-06, 1.05973e-07, 0.000918656, 6.88176e-06, 2.71623e-05, 2.98344e-07
XUNSAC_clean, 2.38067e-05, 3.6785e-07, 0.000362697, 1.01959e-06, 2.24038e-05, 3.60371e-06, 1.31821e-05, 4.93688e-07, 0.00128133, 1.86782e-05, 2.84373e-05, 1.81672e-07
XUNSEG_clean, 3.72348e-06, 1.77692e-08, 0.000235921, 8.39268e-07, 6.24446e-06, 2.3817e-07, 4.52454e-06, 8.77574e-08, 0.000718606, 2.23656e-05, 4.62529e-06, 4.79828e-08
XUNSIK_clean, 2.11519e-06, 3.24827e-08, 0.000470838, 1.56277e-06, 1.01162e-05, 2.19312e-07, 1.66136e-05, 1.37951e-06, 0.00420662, 0.000130006, 5.73903e-06, 8.41266e-08
XUNSOQ_clean, 5.6245e-06, 3.22983e-08, 0.000272766, 7.31594e-07, 1.1085e-05, 7.054e-07, 2.2781e-06, 3.98243e-08, 0.000138054, 2.08061e-06, 6.08258e-06, 3.10866e-08
XUNSUW_clean, 1.17756e-06, 4.06011e-08, 0.00354006, 0.000370493, 31.3299, 13.1725, 1.14501e-06, 7.10104e-08, 0.000684511, 7.80601e-05, 5.5558e-06, 1.30759e-07
XUNTAD_clean, 2.02452e-06, 4.51846e-08, 0.00549234, 0.000254985, 18.5997, 6.05971, 1.34862e-06, 5.67381e-08, 0.00110995, 5.64974e-05, 6.87173e-06, 1.3333e-07
XUNTIL_clean, 1.07271e-06, 1.83254e-08, 0.000179444, 1.59884e-06, 1.04824e-05, 2.55682e-07, 5.67746e-06, 3.39452e-07, 0.00143734, 4.3404e-05, 3.33783e-06, 3.22322e-08
XUPSAE_clean, 3.70251e-05, 2.73087e-07, 0.000806418, 4.47852e-06, 0.000377659, 3.11136e-05, 8.69503e-06, 3.90766e-08, 0.000517804, 5.95547e-06, 3.75316e-05, 3.03125e-07
XUQSIN_clean, 8.12234e-07, 1.07514e-08, 0.0295916, 0.0275583, 8974.19, 10941.8, 5.55631e-07, 1.01589e-08, 0.011315, 0.00839666, 9.50572e-07, 1.00761e-08
XUTQEI_clean, 7.22492e-06, 4.61158e-08, 3.06977e-05, 1.728e-07, 0.00332062, 0.00136119, 3.06516e-06, 2.60209e-08, 2.74977e-05, 5.21635e-07, 7.45835e-06, 8.5565e-08
XUVGUQ01_ion_b, 1.22502e-05, 2.72707e-07, 0.000429383, 5.19093e-06, 8708.33, 4923.18, 1.92411e-06, 2.98261e-08, 0.000298967, 6.81475e-06, 9.98492e-06, 1.11951e-07
XUVGUQ_charged, 1.27213e-05, 1.6597e-07, 0.000561227, 1.46963e-05, 101.553, 26.7959, 2.1817e-06, 3.87267e-08, 0.000364648, 3.31749e-05, 1.04668e-05, 1.66738e-07
XUVHEB_clean, 3.14229e-05, 6.44714e-07, 0.000150477, 4.79415e-07, 7.80722e-06, 2.95234e-07, 5.61943e-06, 3.99314e-08, 0.000150605, 1.44798e-06, 2.36782e-05, 1.94059e-07
XUVQOW_clean, 1.35172e-05, 9.92767e-08, 0.00133382, 0.000139196, 16781.2, 23207.8, 3.78324e-06, 4.2553e-08, 0.00129489, 0.000171327, 1.22853e-05, 3.83991e-08
XUWFUR_clean, 1.63154e-05, 1.85376e-07, 5.39269e-05, 1.47737e-07, 4.4136e-06, 3.72244e-08, 3.4881e-06, 1.84137e-08, 5.59366e-05, 1.84425e-07, 1.24791e-05, 8.47521e-08
XUWKEH_clean, 3.14522e-07, 4.60802e-09, 0.000657283, 4.30879e-05, 0.109141, 0.0419028, 1.36673e-06, 4.12778e-08, 0.000745362, 2.45458e-05, 5.08292e-07, 2.04283e-09
XUWSUD_clean, 8.88302e-06, 6.75221e-08, 0.0224543, 0.000823245, 19.6595, 13.3645, 7.87058e-06, 2.74745e-07, 0.0847302, 0.00908071, 1.22329e-05, 2.05209e-07
XUWTAK_clean, 8.89947e-06, 7.12325e-08, 0.00464317, 0.000178445, 0.207651, 0.0539606, 7.18286e-06, 2.58931e-07, 0.023392, 0.00113771, 1.27013e-05, 1.6927e-07
XUYDIF_clean, 6.1064e-07, 1.79478e-08, 6.52785e-05, 9.69366e-07, 0.000621684, 6.52866e-05, 2.41997e-07, 6.48788e-09, 1.59781e-05, 4.51097e-07, 2.82425e-06, 6.85835e-08
XUYXAR_clean, 3.34766e-06, 7.16658e-08, 0.000135555, 9.80115e-07, 0.000657686, 0.000401872, 9.97752e-07, 2.26127e-08, 4.4282e-05, 4.48461e-07, 7.14244e-06, 1.12651e-07
XUZDUS_clean, 1.76327e-06, 6.5666e-08, 4.29054e-06, 6.49659e-08, 3.71188, 2.12855, 2.6691e-07, 7.8048e-09, 4.09698e-06, 1.12348e-07, 2.96366e-06, 3.11081e-08
XUZFUU_clean, 6.92803e-06, 3.55947e-08, 0.00264294, 0.000148296, 0.053735, 0.00762034, 2.75851e-06, 3.6271e-08, 0.00264779, 0.000124785, 6.0348e-06, 4.31274e-08
XUZXUN_clean, 5.01601e-06, 9.3178e-08, 0.160547, 0.0649325, 6.88016e+07, 2.38963e+07, 2.59072e-06, 1.115e-07, 0.0779286, 0.0394582, 5.86157e-06, 3.79118e-08
YABHER_clean, 1.92196e-05, 2.39593e-07, 6.18303e-05, 2.74044e-07, 1.61811e-05, 2.93033e-06, 4.72292e-06, 3.5187e-08, 6.58704e-05, 4.13387e-07, 1.7519e-05, 1.78116e-07
YABPAU_clean, 1.06039e-05, 1.04895e-07, 0.00884396, 0.000791569, 417938, 248198, 5.4203e-06, 1.35297e-07, 0.00388615, 0.000447055, 1.12297e-05, 5.77615e-08
YABWOP_clean, 1.05637e-06, 8.11322e-09, 0.00161, 0.000141092, 199114, 104055, 1.21648e-06, 4.59697e-08, 0.0109925, 0.0028209, 1.63176e-06, 1.79665e-08
YACHOB_clean, 5.73452e-10, 6.12052e-11, 0.000441361, 2.6758e-05, 6.94548e+11, 1.03167e+12, 4.99012e-08, 1.73167e-08, 0.000379104, 7.37855e-05, 1.40519e-07, 1.25318e-08
YACHUH_clean, 2.78201e-10, 2.55979e-11, 4.84271e-05, 2.10472e-06, 1.36874, 1.45875, 7.20825e-09, 1.00349e-09, 1.59187e-05, 3.13787e-06, 1.01679e-07, 3.86379e-09
YADMIB_clean, 4.01671e-10, 2.9527e-11, 4.48209e-05, 2.60078e-06, 48.3026, 38.3837, 1.15754e-08, 1.37524e-09, 1.3435e-05, 1.7479e-06, 1.10055e-07, 5.21494e-09
YAFDAM_clean, 2.58564e-10, 3.10562e-11, 0.000234865, 1.14069e-05, 7.3948e+09, 1.19235e+10, 2.10439e-08, 5.46175e-09, 0.00021838, 4.22702e-05, 9.93514e-08, 6.884e-09
YAFGAP_clean, 6.20833e-11, 1.08669e-12, 1.96026e-06, 2.70203e-08, 0.0018321, 0.000161496, 33.4745, 15.984, 747.717, 618.673, 1.71164e-07, 2.2853e-08
YAGJOI_clean, 1.0227e-05, 5.56419e-08, 0.000352637, 3.45244e-06, 0.00803546, 0.00690337, 3.84083e-06, 4.05509e-08, 0.000177866, 3.9575e-06, 1.14638e-05, 4.67491e-08
YAHPED_clean, 1.39392e-05, 7.04484e-08, 9.75357e-05, 6.52021e-07, 0.00109997, 0.000200123, 3.62851e-06, 1.60978e-08, 6.35284e-05, 4.25993e-07, 1.41839e-05, 1.00525e-07
YAJXIT_clean, 7.37363e-06, 1.81795e-07, 0.00204205, 0.000437923, 176.994, 161.735, 2.33619e-06, 5.36653e-08, 0.00159945, 0.000149612, 1.30109e-05, 1.00689e-07
YAJXUF_clean, 8.99187e-06, 1.64873e-07, 0.00117882, 8.06154e-05, 122.29, 60.3339, 2.20394e-06, 2.01912e-08, 0.00106161, 0.000121837, 1.25698e-05, 9.80866e-08
YAJZIV_clean, 2.99884e-06, 1.97265e-08, 3.8774, 1.58355, 4.03304e+13, 3.21938e+13, 3.60572e-06, 7.07213e-07, 4.92338, 6.29521, 4.13945e-06, 2.43006e-08
YANBAR01_clean, 2.41429e-06, 4.32602e-08, 2.39624e-05, 1.92392e-07, 2.1195e-05, 3.10119e-06, 8.89709e-07, 4.67176e-09, 2.04045e-05, 2.18719e-07, 2.88577e-06, 2.73551e-08
YANBAR02_clean, 2.68107e-06, 3.51529e-08, 1.94788e-05, 1.14799e-07, 1.68872e-05, 2.34781e-06, 9.78435e-07, 1.64603e-08, 2.04034e-05, 9.5683e-08, 2.7832e-06, 1.8157e-08
YANBAR03_clean, 2.53085e-06, 4.04912e-08, 2.35986e-05, 5.16627e-08, 1.96471e-05, 2.2164e-06, 9.24456e-07, 1.51569e-08, 2.08961e-05, 2.87185e-07, 2.91868e-06, 3.79972e-08
YANBAR_clean, 2.85131e-06, 3.49963e-08, 2.1105e-05, 2.01224e-07, 1.58162e-05, 9.15032e-07, 1.04612e-06, 9.13821e-09, 2.27803e-05, 2.83991e-07, 2.9675e-06, 3.10871e-08
YAPLIM_clean, 9.47779e-06, 1.16747e-07, 2.42138e-05, 1.05818e-08, 5.21856e-06, 8.70033e-08, 2.52572e-06, 1.11352e-08, 2.632e-05, 1.55251e-07, 1.14399e-05, 2.7144e-07
YAPLOS_clean, 5.00968e-06, 2.63255e-08, 1.55001e-05, 1.03219e-07, 1.55658e-05, 1.44207e-06, 1.86177e-06, 1.71061e-08, 1.64542e-05, 6.18081e-08, 5.36969e-06, 1.48457e-07
YAPLUY_clean, 7.83052e-06, 1.01225e-07, 4.17196e-05, 1.324e-07, 0.000718337, 0.000159994, 2.38479e-06, 2.87631e-08, 4.53121e-05, 1.78883e-07, 8.59061e-06, 3.18748e-07
YAPMAF_clean, 9.51596e-06, 1.32048e-07, 2.81555e-05, 1.62869e-07, 5.2683e-06, 1.00759e-07, 2.57328e-06, 8.92347e-09, 3.05404e-05, 2.71726e-07, 1.15662e-05, 4.77581e-07
YAPXIX_clean, 1.18334e-05, 2.42705e-07, 0.000322265, 1.23535e-06, 1.57609e-06, 7.59232e-09, 2.09658e-06, 4.5292e-08, 6.92012e-05, 3.85462e-07, 1.20348e-05, 1.57448e-07
YAPYUK_clean, 3.31643e-07, 1.43498e-08, 0.00375573, 0.000386465, 57.54, 85.1779, 4.53787e-05, 1.09004e-05, 0.00397717, 0.000394701, 2.06646e-06, 4.20278e-08
YAQCAW_clean, 4.4767e-05, 5.13294e-07, 0.604058, 0.0300355, 102980, 37726.8, 2.45439e-05, 1.3166e-06, 0.726686, 0.0301821, 4.36807e-05, 3.76269e-07
YAQCEY_clean, 8.70624e-06, 3.71024e-08, 2.73498e-05, 1.94824e-07, 0.000565094, 0.000593155, 2.39489e-06, 3.95008e-09, 2.97487e-05, 4.13353e-07, 7.78307e-06, 6.93671e-08
YAQCIE_clean, 5.83308e-06, 2.1743e-07, 0.0040238, 0.000126593, 0.000213215, 0.000139105, 3.13843e-06, 1.07723e-07, 0.00198544, 5.03145e-05, 2.09413e-05, 3.60296e-07
YAQKEI_clean, 2.99253e-06, 5.66597e-08, 0.0833754, 0.00502998, 396789, 192824, 0.000226434, 7.50512e-05, 1180.54, 726.41, 4.18361e-06, 8.23147e-08
YAQZEX_ion_b, 1.68156e-07, 3.26808e-09, 8.65651e-05, 3.18992e-06, 4498.63, 3589.42, 1.32401e-07, 3.79163e-09, 7.71694e-05, 1.70093e-06, 2.04344e-07, 1.89943e-09
YAQZUN_clean, 4.80441e-07, 1.27587e-08, 0.0340463, 0.00684016, 197.175, 121.245, 5.55347e-07, 1.49114e-08, 0.0116785, 0.00219525, 8.36908e-07, 5.9089e-09
YARBAW_clean, 3.52936e-06, 4.07111e-08, 0.00126407, 5.91461e-05, 0.610092, 0.317443, 1.21503e-06, 2.43568e-08, 0.00120345, 6.57829e-05, 5.50162e-06, 5.92827e-08
YARBUQ_clean, 9.8729e-05, 3.30706e-06, 0.00144811, 1.14099e-05, 0.0137912, 0.00581054, 1.08584e-05, 1.40107e-07, 0.00171755, 1.8632e-05, 0.00010429, 1.80635e-06
YARDEC_clean, 8.08262e-06, 1.43321e-07, 0.000590263, 1.19408e-05, 0.00113686, 0.00017528, 1.13802e-05, 7.82923e-07, 0.000602987, 1.41216e-05, 1.59475e-05, 1.82765e-07
YARDIG_clean, 8.1117e-06, 1.34574e-07, 0.000519582, 9.50372e-06, 0.000899408, 0.000245478, 1.21062e-05, 4.35205e-07, 0.000623371, 1.4233e-05, 1.61926e-05, 2.68845e-07
YARGAB_clean, 6.17099e-06, 3.94934e-08, 5.0855e-05, 5.61828e-07, 4.47804e-05, 8.89869e-06, 2.28379e-06, 1.63952e-08, 3.9228e-05, 3.20599e-07, 6.50658e-06, 4.3131e-08
YARKAF_clean, 9.69311e-06, 1.51311e-07, 0.000130035, 3.94878e-06, 673.089, 708.69, 1.4967e-06, 2.85637e-08, 9.18589e-05, 3.08513e-06, 1.58591e-05, 6.2619e-07
YARKEJ_clean, 1.78901e-05, 4.13558e-07, 0.00122982, 2.71131e-05, 8.47462, 5.18253, 3.59904e-06, 5.17706e-08, 0.000802845, 1.30835e-05, 2.19815e-05, 4.16556e-07
YARKOT_clean, 6.44453e-06, 1.35214e-08, 0.00340436, 0.000251077, 0.852769, 0.146989, 2.61587e-06, 2.5555e-08, 0.00213698, 0.000231287, 9.85701e-06, 8.18647e-08
YARSAN_clean, 2.75691e-05, 6.20585e-07, 0.000772683, 8.27847e-06, 0.00285496, 0.00205185, 5.03076e-06, 5.82526e-08, 0.00045319, 4.00013e-06, 2.68455e-05, 2.584e-07
YARSIV_clean, 2.76457e-07, 6.97795e-09, 9.70188e-05, 2.37695e-06, 0.00103267, 0.000113369, 2.57026e-07, 1.691e-08, 3.18859e-05, 3.01764e-07, 2.89198e-06, 1.02722e-07
YARVEV_clean, 8.31835e-06, 1.20688e-07, 0.000652427, 1.21852e-05, 2.4106, 0.800266, 1.7855e-06, 4.15222e-08, 0.000591946, 1.43566e-05, 7.74985e-06, 1.70445e-07
